title,creators,publication_date,publisher_country,distributor_country,publisher,distributor,doi,url
"A new species of Melanocryptus Cameron, 1902 (Hymenoptera, Ichneumonidae Cryptinae) from the Brazilian Atlantic Forest",Thalita Da Silva Lima; Angélica Maria Penteado-Dias,2021-05-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4974.3.8,
"Contribution to the knowledge of the Carabus (Archiplectes) satyrus Kurnakov, 1962, species complex in Abkhazia (Coleoptera, Carabidae, Carabini)",Igor A. Solodovnikov; Alexandr S. Zamotajlov; Dmitriy D. Fominykh; Andrey Y. Titarenko,2014-12-12,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.463.8499,
"Ptilophora variabilis Hartig, 1968, bona species, and description of Ptilophora nebrodensis sp. n. from Sicily (Lepidoptera, Notodontidae)",Marco Infusino; Axel Hausmann; Stefano Scalercio,2018-01-04,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4369.2.5,
New species of Clavicornaltica Scherer (Coleoptera: Chrysomelidae) from continental Asia,Alexander S. Konstantinov; Catherine N. Duckett,2005-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.169751,
"Late Cretaceous dinosaurs from the Denver Basin, Colorado",,2002-12-31,SWITZERLAND,,Plazi,,10.2113/gsrocky.37.2.237,
"A new species of Bisaltes Thomson, 1868 from Peru and Ecuador (Cerambycidae, Lamiinae, Apomecynini)",Gino Juárez-Noé; Uzbekia González-Coronado; Larry G. Bezark,2022-07-28,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/8rvrdq,
"New species of genus Atractides Koch, 1837 (Acari: Hydrachnidiae, Hygrobatidae) from Qinghai, China",Yu-Hao Zhang; Hai-Tao Li; Cai-Yun Li; Jian-Jun Guo,2022-08-03,SWITZERLAND,,Plazi,,10.15468/fycctv,
"First records of some Oribatid mite species (Acari, Oribatida) from Ukraine",Habriel H. HUSHTAN,2018-12-31,SWITZERLAND,,Plazi,,10.15468/s87x87,
"A survey of bees (Hymenoptera: Apoidea) from Fars Province, Iran",Razeyeh Khodaparast; Alireza Monfared,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.282161,
"The type specimens of Tenthredo Linnaeus, 1758 (Hymenoptera: Tenthredinidae) deposited in the Hungarian Natural History Museum",Andreas Taeger,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3626.2.1,
Three new caddisflies species of the fossil genus Archaeotinodes (Insecta: Trichoptera: Ecnomidae) from the Baltic Amber,Stanislav I. Melnitsky; Vladimir D. Ivanov,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3635.3.5,
"The taxonomic identity of the monocle bream Scolopsis vosmeri species complex (Perciformes: Nemipteridae), with comments on molecular phylogenetic relationships within the genus Scolopsis",Barry C. Russell; Sergey V. Bogorodsky; Ahmad O. Mal; K. K. Bineesh; Tilman J. Alpermann,2022-03-07,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/bv5gsu,
"First report of the Euconnus Thomson subgenus Cladoconnus Reitter in the New World, represented by thirteen new Appalachian species (Coleoptera, Staphylinidae, Scydmaeninae)",Michael S. Caterino,2022-12-22,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/jhnswq,
"The Muscidae (Diptera) of Saudi Arabia, descriptions of two new species, new records and updated list of species",Hassan A. Dawah; Mohammed A. Abdullah; John C. Deeming,2020-10-30,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4869.1.1,
"Three new species of Gnaptorina Reitter (Coleoptera, Tenebrionidae: Blaptini) from Tibet, China",Ai-Min Shi,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3637.4.5,
New taxonomic status of Foenomorpha Szépligeti as a subgenus of Capitonius Brullé (Hymenoptera: Braconidae: Cenocoeliinae) including a revision of species,Kevin M. Pitz,2010-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.275994,
"Asian cave-adapted diplurans, with the description of two new genera and four new species (Arthropoda, Hexapoda, Entognatha)",Alberto Sendra; Ana Komerički; Josiane Lips; Yunxia Luan; Jesús Selfa; Alberto Jiménez-Valverde,2021-01-05,SWITZERLAND,,Plazi,,10.5852/ejt.2021.731.1199,
"Genital morphology differentiates three subspecies of the terrestrial slug Arion ater (Linnæus, 1758) s. l. and reveals a continuum of intermediates with the invasive A. vulgaris Moquin-Tandon, 1855",Heike Reise; Anne-Katrin Schwarzer; John M. C. Hutchinson; Bettina Schlitt,2020-03-13,SWITZERLAND,,Plazi,,10.12657/folmal.028.001,
"A synopsis on the Chinese species of Clytra Laicharting, with description of two new species (Coleoptera: Chrysomelidae: Cryptocephalinae: Clytrini)",Feng-Yan Wang; Hong-Zhang Zhou,2011-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.201359,
"Contribution to the knowledge of the genus Vestalenula Rossetti & Martens, 1998 (Crustacea, Ostracoda, Darwinulidae), with the description of a new species, V. carinata n. sp., from the island of Florianópolis, Brazil",Ricardo L. Pinto; Carlos E. F. Rocha; Giampaolo Rossetti; Koen Martens,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3666.1.6,
New additions to the genus Kisaura Ross (Trichoptera: Philopotamidae) from the Indian Himalaya,Manpreet Singh Pandher; Malkiat Singh Saini,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3793.5.2,
An updated catalogue of Agrypninae (Coleoptera: Elateridae) from Pakistan,Johana Hoffmannova; Gabriela Packova; Alexander S. Prosvirov; Muhammad Atique Akhter; Robin Kundrata,2023-04-20,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/4gu3dv,
"A review of the Subtribe Lebiina Bonelli (Lebiini, Carabidae, Coleoptera) from Southwest of Saudi Arabia",Iftekhar Rasool; Mahmoud S. Abdel-Dayem; Ron F. F. L. Felix; Hathal M. Aldhafer,2018-02-13,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4379.1.5,
"A new distinctive species of Barydesmus (Diplopoda, Polydesmida, Platyrhacidae) from Ecuador, with an annotated bibliographical checklist of the American Platyrhacidae",Ernesto Recuero; Alberto Sánchez-Vialas,2018-09-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4482.2.2,
"Ameisen von Madagaskar, den Comoren und Ostafrika.",A. Forel,1907-12-31,SWITZERLAND,,Plazi,,10.5281/zenodo.11539,
"Revision of the genus Pteroplatus Buquet, 1840 (Coleoptera, Cerambycidae, Cerambycinae) and taxonomic notes in Pteroplatini",Juan Pablo Botero; Antonio Santos-Silva; Larry G. Bezark,2019-08-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4658.1.3,
"A review of Cyclidiinae from China (Lepidoptera, Drepanidae)",Nan Jiang; Shuxian Liu; Dayong Xue; Hongxiang Han,2016-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.553.6153,
Review of Eotrogaspidia Lelej (Hymenoptera: Mutillidae: Trogaspidiini),Juriya Okayasu; Arkady S. Lelej; Kevin A. Williams,2021-01-27,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4920.1.2,
"Preliminary review of the genus Stenotarsus Perty (Coleoptera: Endomychidae) from México, Guatemala and Belize, with descriptions of twelve new species",Emmanuel Arriaga-Varela; Santiago Zaragoza-Caballero; Wioletta Tomaszewska; Jose Luis Navarrete-Heredia,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3645.1.1,
"The fast-running flies (Diptera, Hybotidae, Tachydromiinae) of Singapore and adjacent regions",Patrick Grootaert; Igor V. Shamshev,2012-01-06,SWITZERLAND,,Plazi,,10.5852/ejt.2012.5,
"Neotropical Monogenoidea. 57. Nine new species of Dactylogyridae (Monogenoidea) from the gill of Salminus brasiliensis (Characidae, Characiformes) from the Paraná River, State of Paraná, Brazil",Simone Chinicz Cohen; Anna Kohn; Walter A. Boeger,2012-01-04,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3149.1.3,
"New genus and species of Neotropical Colobotheini (Coleoptera, Cerambycidae, Lamiinae)",Miguel A. Monné; Marcela L. Monné; Juan P. Botero,2017-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4276.3.10,
"The oldest erymnochelyine turtle skull, Ragechelus sahelica n. gen., n. sp., from the Iullemmeden basin, Upper Cretaceous of Africa, and the associated fauna in its geographical and geological context",France de Lapparent; Laurent Chirio; Roger Bour,2020-10-22,SWITZERLAND,,Plazi,,10.5252/geodiversitas2020v42a25,
"The genus Leucodellus Reuter, 1906 in China (Hemiptera: Miridae: Phylinae)",Xiao-Ming Li; Guo-Qing Liu,2007-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.176797,
An analysis of species­groups of the genus Plinthisus Stephens (Hemiptera: Rhyparochromidae) in the Ethiopian Region with the description of eight new species,Merrill H. Sweet; James A. Slater,2004-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.157231,
"First data on ontogeny of the oribatid mite family Caloppiidae (Acari, Oribatida) with description of juvenile instars of the representative of the genus Zetorchella",Sergey G. Ermilov,2023-08-04,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/ewg2dy,
A revision of the genus Photinopygus Chatzimanolis (Staphylinidae: Xanthopygina),Stylianos Chatzimanolis,2023-05-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/qnxrjn,
"Indonesian species of Dilatognathus Kluge 2012 (Ephemeroptera, Leptophlebiidae, Choroterpes s. l.) and species-specific sexual dimorphism in development of maxilla",Nikita J. Kluge,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3786.1.2,
"One hundred new records, a new species, and the first pictures of Agonocryptus Cushman (Hymenoptera, Ichneumonidae, Cryptinae)",Fernanda A. Supeleto; Alexandre P. Aguiar,2022-08-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/g72aec,
Updated checklist of French Guianan Asilidae (Diptera) with a focus on the Mitaraka expedition,Rodrigo Vieira; Alexssandro Camargo; Marc Pollet; Torsten Dikow,2019-10-24,SWITZERLAND,,Plazi,,10.5252/zoosystema2019v41a23,
"The genus Liothrips (Thysanoptera, Phlaeothripidae) in Australia",Laurence A. Mound; Lihong Dang; Desley J. Tree,2023-06-20,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/t2y6g3,
"Notes on Afrotropical Cydnidae (Heteroptera) with emphasis on vehicle-mounted net samples and description of a new species from Liberia, West Africa",Andreas Krüger; Jerzy A. Lis,2019-02-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4559.3.6,
Two new species of Fiorinia Targioni-Tozzetti (Hemiptera: Coccoidea: Diaspididae) from China,Jiufeng Wei; Bin Zhang; Jinian Feng,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3641.1.10,
An illustrated catalogue of the New Zealand marsh beetles (Coleoptera: Scirtidae),Agata Kiałka; Rafał Ruta,2017-12-22,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4366.1.1,
Taxonomic revision of the Palaearctic Tetramorium chefketi species complex (Hymenoptera: Formicidae).,A. Radchenko; A. Schulz,2007-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/jicd0a,
"Ubatubaneura, a new genus of the Corynoneura group (Diptera: Chironomidae: Orthocladiinae) from the Brazilian Atlantic Forest",Sofia Wiedenbrug; Susana Trivinho-Strixino,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.185594,
"Morphological investigation of genital organs and first insights into the phylogeny of the genus Siciliaria Vest, 1867 as a basis for a taxonomic revision (Mollusca, Gastropoda, Clausiliidae)",Willy De Mattia; Susanne Reier; Elisabeth Haring,2021-12-14,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.1077.67081,
A new deep-sea genus and species of Eriopisidae (Crustacea: Amphipoda: Senticaudata) from the Gulf of Mexico,Manuel Ortiz; Ignacio Winfield; Pedro-Luis Ardisson,2022-08-23,SWITZERLAND,,Plazi,,10.15468/derq27,
"Contributions to Chinese fauna of Torrenticolidae Piersig, 1902 (Acari, Hydrachnidia), with the description of three new species",Xin-Yao Gu; Lan Jia; Dao-Chao Jin; Jian-Jun Guo,2020-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.955.52584,
One new genus of the tribe Meconematini (Orthoptera: Tettigoniidae: Meconematinae) from China,Dou Yujie; Shi Fuming,2018-06-07,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4429.3.6,
"A new Pseudopyrochroa Pic, 1906 from Yunnan, China with a key to adult Pseudopyrochroa males from the Province and correction on type repository for Frontodendroidopsis pennyi Young (Coleoptera: Pyrochroidae: Pyrochroinae)",Daniel K. Young,2019-11-07,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4695.2.8,
"A New Genus, New Species And New Records Of Ulidiidae (Diptera, Tephritoidea) From Colombia",E. P. Kameneva; V. A. Korneyev; Y. Ramos-Pastrana,2017-04-01,SWITZERLAND,,Plazi,,10.15468/wyqkud,
Extant genus of flat bark beetle (Coleoptera: Silvanidae) with a present-day Australian-southern South American disjunction discovered in Eocene Rovno amber,Vitalii I. Alekseev; Andris Bukejs,2022-04-26,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/8fzrwj,
"Elaphomyces readii (Elaphomycetaceae, Eurotiomycetes), a new medicinal species of hypogeous fungus with biocultural importance from Mexico",Javier Isaac De La Fuente; Jesús Pérez-Moreno; Magdalena Martínez-Reyes; Olivia Ayala-Vásquez; César Ramiro Martínez-González; Celia Elvira Aguirre-Acosta,2023-05-01,SWITZERLAND,,Plazi,,10.15468/dmd96s,
"Metopelloides paguri sp. nov., a new species of symbiotic stenothoid amphipod (Crustacea: Amphipoda: Stenothoidae) associated with sublittoral hermit crabs from the Russian coasts of the Sea of Japan",Ivan Marin; Sergey Sinelnikov,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.208807,
Appearances often deceive in racerunners: integrative approach reveals two new species of Eremias (Squamata: Lacertidae) from Pakistan,Rafaqat Masroor; Muazzam Ali Khan; Muhammad Sajid Nadeem; Shabir Ali Amir; Muhammad Khisroon; Daniel Jablonski,2022-08-15,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/jnpjf4,
Morphological re-description and molecular identification of Tabanidae (Diptera) in East Africa,Claire M. Mugasa; Jandouwe Villinger; Joseph Gitau; Nelly Ndungu; Daniel Masiga,2018-06-26,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.769.21144,
"Endogean and cavernicolous Coleoptera of the Balkans. XV. A new species of the genus Ioniorhynchus Magrini, Meoli & Abbazzi, 2005 (Coleoptera: Curculionidae: Entiminae) from Greece",Peter Hlaváč; Jiří Skuhrovec,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4092.1.8,
"Two new species and a new record of Gaeolaelaps Evans & Till (Acari: Laelapidae) from Altai Mountains, Russia",Omid Joharchi; Ismail Döker; Vladimir A. Khaustov,2021-03-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4949.2.2,
"Basal Cyclorrhapha In Amber From The Cretaceous And Tertiary (Insecta: Diptera), And Their Relationships: Brachycera In Cretaceous Amber Part Ix David A. Grimaldi",David A. Grimaldi,2018-10-24,SWITZERLAND,,Plazi,,10.1206/0003-0090-423.1.1,
"Austronea oblongifolia (Hyacinthaceae subfam. Urgineoideae), a new species from the Eastern Cape Province in South Africa",Mario Martínez-Azorín; Anthony P. Dold; Manuel B. Crespo; María Ángeles Alonso Vargas,2023-02-23,SWITZERLAND,,Plazi,,10.15468/f7f2ar,
Taxonomic revision of some Micromyinae (Diptera: Cecidomyiidae) described by Zoya L. Berest,Mathias Jaschhof,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4097.2.7,
"The Middle Pleistocene vertebrate fauna from Khok Sung (Nakhon Ratchasima, Thailand): biochronological and paleobiogeographical implications",Kantapon Suraprasit; Jean-Jacques Jaeger; Yaowalak Chaimanee; Olivier Chavasseau; Chotima Yamee; Pannipa Tian; Somsak Panha,2016-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.613.8309,
"A remarkable new genus and species of Rogadinae (Hymenoptera: Braconidae) of uncertain tribal placement, from Papua New Guinea, resembling Betylobraconini stat. nov.",Buntika A. Butcher; Donald L. J. Quicke,2015-02-28,SWITZERLAND,,Plazi,,10.1080/00222933.2015.1009405,
Checklist of Beetles (Coleoptera) of Canada and Alaska. Second Edition.,Patrice Bouchard,2017-02-01,CANADA,CANADA,Agriculture and Agri-Food Canada,Agriculture and Agri-Food Canada,10.5886/998dbs2a,
"Pediobius sasae (Hymenoptera: Eulophidae), a new species from galls on dwarf bamboo (Sasa nipponica) in Japan",Christer Hansson,2006-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.172985,
"A review of Problepsis Lederer, 1853 (Lepidoptera: Geometridae) from China, with description of two new species",Dayong Xue; Le Cui; Nan Jiang,2018-03-08,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4392.1.5,
"Three new species of the genus Nothrholaspis (Acari: Macrochelidae) from the Kelkit Valley, Turkey",Hasan Hüseyin Özbek; Durmuş Ali Bal,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3635.1.4,
"Revision of the Malagasy genus Lechius Iwan, 1995 (Coleoptera: Tenebrionidae: Pedinini)",Dariusz Iwan; Marcin Jan Kamiński,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.281839,
"Biting the bullet: revisionary notes on the Oraseminae of the Old World (Hymenoptera, Chalcidoidea, Eucharitidae)",Roger A. Burks; John M. Heraty; Jason Mottern; Chrysalyn Dominguez; Scott Heacox,2017-04-28,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/jhr.55.11482,
"A study on the genus Stenus Latreille from Zhuji City of Zhejiang, East China (Coleoptera, Staphylinidae)",Tie-Xiong Zhao,2017-09-20,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4323.1.2,
"Feather mites (Acariformes, Astigmata) from marine birds of the Barton Peninsula (King George Island, Antarctica), with descriptions of two new species",Yeong-Deok Han; Sergey V. Mironov; Jeong-Hoon Kim; Gi-Sik Min,2021-10-04,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.1061.71212,
Macroecology of Southern Ocean benthic Ostracoda (Crustacea) from the continental margin and abyss,Simone N. Brandão; Hanieh Saeedi; Angelika Brandt,2021-10-28,SWITZERLAND,,Plazi,,10.1093/zoolinnean/zlab078,
"Singing crickets from Brazil (Orthoptera: Gryllidea), an illustrated checklist with access to the sounds produced",Edison Zefa; Luciano De Pinho Martins; Christian Peter Demari; Riuler Corrêa Acosta; Elliott Centeno; Rodrigo Antônio Castro-Souza; Gabriel Lobregat De Oliveira; Akio Ronaldo Miyoshi; Marcos Fianco; Darlan Rutz Redü; Vitor Falchi Timm; Maria Kátia Matiotti Da Costa; Neucir Szinwelski,2022-11-16,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/e8p94r,
Discovery of a new species of the brachyelytrous net-winged beetle genus Alyculus (Coleoptera: Lycidae) from Peninsular Malaysia,Naoki Takahashi; Ladislav Bocak; Idris Abd,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4144.1.11,
"Two new species of Atrichopogon Kieffer from Rio de Janeiro, Brazil (Diptera: Ceratopogonidae)",Maria Luiza Felippe-Bauer; Tiago Do Nascimento Da Silva; João Ricardo Carreira Alves,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.214525,
"Review of the genus Phlugiolopsis Zeuner, 1940 (Orthoptera: Tettigoniidae: Meconematinae) from China",Xun Bian; Fu-Ming Shi; Yan-Lin Chang,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.209923,
Paralenaeus (Hemiptera: Reduviidae: Reduviinae) found in China with the description of the second species of the genus,Hailin Yang; Liangming Cao; Waizhi Cai,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.215392,
Systematic position of Thraulodes Ulmer 1920 (Ephemeroptera: Leptophlebiidae) and descriptions of new and little-known species,Nikita J. Kluge,2020-03-26,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4756.1.1,
"Description of Moca austrasinensis sp. nov., with the first record of Imma lathidora Meyrick, 1914 from mainland China (Lepidoptera, Immidae)",Si-Yao Huang; Tian-Tian Yu; Xiao-Ling Fan; Min Wang,2019-09-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4674.3.5,
