Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2023,I,Panthera onca,Mammalia,Carnivora,Felidae,Panthera,IN,AE,ZA,5,5,live,Number of specimens,Z,C
2023,I,Panthera onca,Mammalia,Carnivora,Felidae,Panthera,IN,ZA,,13,2,live,Number of specimens,Z,C
2023,I,Panthera onca,Mammalia,Carnivora,Felidae,Panthera,IQ,ZA,XX,2,,live,,Z,C
2023,I,Panthera onca,Mammalia,Carnivora,Felidae,Panthera,LY,ZA,,,4,live,Number of specimens,Z,C
2023,I,Panthera onca,Mammalia,Carnivora,Felidae,Panthera,US,CA,,,1,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AE,CZ,BE,1,,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AE,CZ,BE,,1,live,,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AE,CZ,,3,,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AE,CZ,,,3,live,,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AE,KZ,JP,,1,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AE,ZA,,3,,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,BE,CA,ZA,,1,bodies,Number of specimens,T,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,BE,GB,,,1,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,BE,GB,,1,,live,,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,NL,CZ,,1,bodies,,T,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,NL,NL,1,,bodies,Number of specimens,T,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,NL,NL,,1,bodies,,T,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,NL,,1,,bodies,Number of specimens,E,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,GB,BE,EE,1,1,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,GB,FR,,1,,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,GB,KR,,2,2,specimens,Number of specimens,S,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ID,ZA,,1,,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IL,FR,,,2,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IN,AE,BE,,1,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IN,AE,CZ,3,2,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IN,AE,ZA,2,2,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IN,ZA,,20,8,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IQ,DE,,,4,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IQ,ZA,XX,2,,live,,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IQ,ZA,,,3,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,JP,DK,,,1,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,KR,GB,,1,,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,KZ,RU,,1,,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,KZ,RU,,,1,live,,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,LY,ZA,,,10,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,OM,SA,,,2,live,Number of specimens,B,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,PH,AE,,,5,live,Number of specimens,B,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SA,AE,,,1,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SE,UA,,,1,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SE,UA,,1,,live,,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SG,FR,GB,1,1,live,Number of specimens,Z,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,BW,,1,trophies,Number of specimens,H,C
2023,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ZA,ES,,1,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,AE,AM,,,3,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,AE,ZA,,14,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,BY,RU,,1,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,BY,RU,,,1,live,,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,CA,KR,,1,1,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,CH,CZ,FR,,2,live,,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,DZ,IT,,3,,live,Number of specimens,Q,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,ES,GB,,1,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,FR,CH,DK,1,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,FR,IL,,2,,specimens,Number of specimens,S,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,GB,ES,FR,,1,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,GB,IE,IE,,1,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,HR,CH,FR,1,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,ID,CY,,9,1,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,ID,UA,,4,4,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,ID,ZA,,3,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IN,AE,AE,1,1,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IN,AE,XX,,1,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IN,AE,ZA,19,16,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IN,AE,,1,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IN,AR,,37,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IN,CY,,2,2,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IN,SK,,9,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IN,SK,,,9,live,,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IN,ZA,,60,40,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IQ,CZ,DE,,3,live,,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IQ,DE,,,3,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IQ,ZA,XX,6,,live,,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IQ,ZA,,,10,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,KW,ZA,,,1,trophies,Number of specimens,H,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,KZ,AZ,,2,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,KZ,RU,,3,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,KZ,RU,,,2,live,,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,LY,ZA,,,20,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,ML,ZA,,,3,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,MY,LA,,,311,specimens,Number of specimens,S,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,MZ,ZA,,3,3,live,Number of specimens,B,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,PH,ZA,,,4,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,QA,BE,FR,,5,skins,Number of specimens,T,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,QA,BE,GB,,1,skins,Number of specimens,T,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,SE,GB,,,1,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,SE,GB,,1,,live,,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,TR,NO,,,1,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,US,CA,,1,,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,UZ,ZA,,1,1,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,VE,ES,,,4,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,XV,RU,,,11,live,,Q,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,ZA,NL,DE,,3,live,,E,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,ZA,PK,,,1,live,Number of specimens,Z,C
2023,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,ZW,ZA,,,2,live,Number of specimens,Z,C
2023,I,Panthera uncia,Mammalia,Carnivora,Felidae,Panthera,AT,KR,,,1,bodies,Number of specimens,Z,C
2023,I,Panthera uncia,Mammalia,Carnivora,Felidae,Panthera,CZ,CH,GB,2,,live,,Z,C
2023,I,Panthera uncia,Mammalia,Carnivora,Felidae,Panthera,CZ,CH,,2,,live,,Z,C
2023,I,Panthera uncia,Mammalia,Carnivora,Felidae,Panthera,FI,CH,,2,,live,Number of specimens,Z,C
2023,I,Panthera uncia,Mammalia,Carnivora,Felidae,Panthera,IN,DE,AT,1,,live,Number of specimens,Z,C
2023,I,Panthera uncia,Mammalia,Carnivora,Felidae,Panthera,IN,DE,RU,1,1,live,Number of specimens,Z,C
2023,I,Panthera uncia,Mammalia,Carnivora,Felidae,Panthera,IN,DE,,,1,live,Number of specimens,Z,C
2023,I,Carduelis cucullata,Aves,Passeriformes,Fringillidae,Carduelis,DE,CH,,4,,live,Number of specimens,Z,C
2023,I,Carduelis cucullata,Aves,Passeriformes,Fringillidae,Carduelis,LB,BE,,,75,live,Number of specimens,T,C
2023,I,Cnemaspis psychedelica,Reptilia,Sauria,Gekkonidae,Cnemaspis,CH,DE,,,2,live,Number of specimens,T,C
2023,I,Lygodactylus williamsi,Reptilia,Sauria,Gekkonidae,Lygodactylus,CH,DE,,,6,live,Number of specimens,T,C
2023,I,Lygodactylus williamsi,Reptilia,Sauria,Gekkonidae,Lygodactylus,IL,FI,,,2,live,Number of specimens,Z,C
2023,I,Pangshura tecta,Reptilia,Testudines,Geoemydidae,Pangshura,CH,DE,,,4,live,Number of specimens,T,C
2023,I,Antigone vipio,Aves,Gruiformes,Gruidae,Antigone,ID,BE,,,6,live,Number of specimens,T,C
2023,I,Antigone vipio,Aves,Gruiformes,Gruidae,Antigone,ID,NL,BE,,3,live,,T,C
2023,I,Antigone vipio,Aves,Gruiformes,Gruidae,Antigone,ID,NL,DE,,5,live,,T,C
2023,I,Antigone vipio,Aves,Gruiformes,Gruidae,Antigone,ID,NL,NL,,6,live,,T,C
2023,I,Balearica pavonina,Aves,Gruiformes,Gruidae,Balearica,AO,PT,NL,,4,live,Number of specimens,T,C
2023,I,Balearica pavonina,Aves,Gruiformes,Gruidae,Balearica,AO,PT,,,3,live,Number of specimens,T,C
2023,I,Grus americana,Aves,Gruiformes,Gruidae,Grus,US,CA,,2,2,live,Number of specimens,N,C
2023,I,Grus japonensis,Aves,Gruiformes,Gruidae,Grus,AZ,KZ,,,1,live,Number of specimens,Z,C
2023,I,Grus japonensis,Aves,Gruiformes,Gruidae,Grus,ID,BE,NL,,1,live,Number of specimens,T,C
2023,I,Grus japonensis,Aves,Gruiformes,Gruidae,Grus,ID,BE,,,7,live,Number of specimens,T,C
2023,I,Grus japonensis,Aves,Gruiformes,Gruidae,Grus,ID,NL,BE,,2,live,,T,C
2023,I,Grus japonensis,Aves,Gruiformes,Gruidae,Grus,ID,NL,DE,,1,live,,T,C
2023,I,Grus japonensis,Aves,Gruiformes,Gruidae,Grus,ID,NL,NL,,15,live,,T,C
2023,I,Grus japonensis,Aves,Gruiformes,Gruidae,Grus,RU,KZ,,,2,live,Number of specimens,Z,C
2023,I,Grus nigricollis,Aves,Gruiformes,Gruidae,Grus,CN,BE,BE,1,,bodies,Number of specimens,T,C
2023,I,Leucogeranus leucogeranus,Aves,Gruiformes,Gruidae,Leucogeranus,IR,BE,,,1,live,Number of specimens,N,C
2023,I,Heloderma horridum,Reptilia,Sauria,Helodermatidae,Heloderma,CA,US,,,1,live,Number of specimens,Z,C
2023,I,Heloderma horridum charlesbogerti,Reptilia,Sauria,Helodermatidae,Heloderma,CA,US,,1,,live,Number of specimens,Z,C
2023,I,Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,DK,CN,,20,,specimens,ml,S,C
2023,I,Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,FR,GB,,1,1,live,Number of specimens,Z,C
2023,I,Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,IL,ES,HU,,1,specimens,Number of specimens,S,C
2023,I,Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,IN,DE,,1,1,live,Number of specimens,Z,C
2023,I,Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,IN,GB,,1,,live,Number of specimens,Z,C
2023,I,Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,IN,NL,,1,,live,Number of specimens,Z,C
2023,I,Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,NL,GB,DE,10,,specimens,,S,C
2023,I,Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,US,CA,,,1,live,Number of specimens,Z,C
2023,I,Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,XV,DE,NL,,1,bodies,Number of specimens,Q,C
2023,I,Pan paniscus,Mammalia,Primates,Hominidae,Pan,AE,IQ,,1,,live,Number of specimens,Z,C
2023,I,Pan paniscus,Mammalia,Primates,Hominidae,Pan,DE,GB,,1,,live,Number of specimens,B,C
2023,I,Pan paniscus,Mammalia,Primates,Hominidae,Pan,DE,GB,,,1,live,Number of specimens,Z,C
2023,I,Pan paniscus,Mammalia,Primates,Hominidae,Pan,GB,DE,,1,1,live,Number of specimens,Z,C
2023,I,Pan paniscus,Mammalia,Primates,Hominidae,Pan,GB,FR,,1,1,live,Number of specimens,Z,C
2023,I,Pan paniscus,Mammalia,Primates,Hominidae,Pan,NL,GB,,,1,live,Number of specimens,Z,C
2023,I,Pan paniscus,Mammalia,Primates,Hominidae,Pan,NL,GB,,1,,live,,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,AE,IQ,XX,,5,live,,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,AE,IQ,,11,,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,AE,KW,,2,,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,BY,RU,GN,,3,live,,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,BY,RU,,3,,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,BY,RU,,,1,live,,Q,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,CH,DE,,,42,specimens,Number of specimens,S,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,DE,GB,,,150,specimens,ml,S,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,ES,SL,,47,,specimens,Number of specimens,S,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,IL,ES,,,1,specimens,Number of specimens,S,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,IN,AE,IQ,5,11,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,IN,AE,KW,2,2,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,IN,AE,XX,,8,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,IN,AE,ZA,8,,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,IN,AE,,8,1,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,IN,AR,IQ,2,,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,IN,AR,,1,,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,IN,ID,,2,,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,KZ,RU,,,1,live,,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,PH,AE,,2,2,live,Number of specimens,Z,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,XV,RU,,,1,live,,Q,C
2023,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,ZA,LB,,4,,live,Number of specimens,Z,C
2023,I,Pongo abelii,Mammalia,Primates,Hominidae,Pongo,AE,ID,,8,,live,Number of specimens,Z,C
2023,I,Pongo abelii,Mammalia,Primates,Hominidae,Pongo,CH,DE,,,1,live,Number of specimens,B,C
2023,I,Pongo abelii,Mammalia,Primates,Hominidae,Pongo,GB,CH,,2,,live,Number of specimens,Z,C
2023,I,Pongo abelii,Mammalia,Primates,Hominidae,Pongo,GB,SG,DE,,1.2,specimens,ml,S,C
2023,I,Pongo abelii,Mammalia,Primates,Hominidae,Pongo,GB,SG,MY,,1.2,specimens,ml,S,C
2023,I,Pongo abelii,Mammalia,Primates,Hominidae,Pongo,GB,SG,,,6,specimens,ml,S,C
2023,I,Pongo abelii,Mammalia,Primates,Hominidae,Pongo,IN,AE,ID,8,4,live,Number of specimens,Z,C
2023,I,Pongo abelii,Mammalia,Primates,Hominidae,Pongo,IN,ID,,4,,live,Number of specimens,Z,C
2023,I,Pongo abelii,Mammalia,Primates,Hominidae,Pongo,US,CA,,,1,live,Number of specimens,Z,C
2023,I,Pongo hybrid,Mammalia,Primates,Hominidae,Pongo,GB,SG,,,1.2,specimens,ml,S,C
2023,I,Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,DK,NO,,,13,specimens,Number of specimens,S,C
2023,I,Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,GB,SG,,,4.8,specimens,ml,S,C
2023,I,Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,IL,ES,FR,,1,specimens,Number of specimens,S,C
2023,I,Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,IN,AE,AE,,4,live,Number of specimens,Z,C
2023,I,Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,IN,AE,XX,,1,live,Number of specimens,Z,C
2023,I,Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,IN,AE,,6,1,live,Number of specimens,Z,C
2023,I,Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,MY,KR,,,1,live,Number of specimens,Z,C
2023,I,Pongo tapanuliensis,Mammalia,Primates,Hominidae,Pongo,AE,ID,,1,,live,Number of specimens,Z,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,CN,DK,,1,,bodies,Number of specimens,E,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,GT,ZA,,,4,live,Number of specimens,Z,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,IN,AE,XX,,2,live,Number of specimens,Z,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,IN,AE,,2,,live,Number of specimens,Z,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,PH,CZ,FR,1,,live,Number of specimens,Z,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,PH,CZ,FR,,1,live,,T,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,PH,DE,,1,,live,Number of specimens,Z,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,RU,KZ,,,1,live,Number of specimens,Z,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,US,CZ,DE,,1,live,,Z,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,US,CZ,DK,,1,live,,Z,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,US,CZ,,3,,live,Number of specimens,Z,C
2023,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,US,CZ,,,1,live,,Z,C
2023,I,Hylobates pileatus,Mammalia,Primates,Hylobatidae,Hylobates,PL,CH,,1,,live,Number of specimens,Z,C
2023,I,Nomascus gabriellae,Mammalia,Primates,Hylobatidae,Nomascus,GB,CZ,,1,,live,Number of specimens,Z,C
2023,I,Nomascus gabriellae,Mammalia,Primates,Hylobatidae,Nomascus,GB,CZ,,,1,live,,Z,C
2023,I,Nomascus gabriellae,Mammalia,Primates,Hylobatidae,Nomascus,XX,BA,SI,,1,live,Number of specimens,Z,C
2023,I,Nomascus gabriellae,Mammalia,Primates,Hylobatidae,Nomascus,ZA,FR,CZ,,1,live,Number of specimens,Z,C
2023,I,Nomascus gabriellae,Mammalia,Primates,Hylobatidae,Nomascus,ZA,FR,,1,,live,Number of specimens,Z,C
2023,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,AE,CZ,DE,3,,live,Number of specimens,Z,C
2023,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,AE,CZ,DE,,3,live,,Z,C
2023,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,NL,GB,,,1,live,Number of specimens,Z,C
2023,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,NL,GB,,1,,live,,Z,C
2023,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,NZ,BE,BE,1,,live,Number of specimens,Z,C
2023,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,NZ,BE,,,1,live,Number of specimens,Z,C
2023,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,US,CZ,DE,,1,live,,Z,C
2023,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,US,CZ,,1,,live,Number of specimens,Z,C
2023,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,US,UA,,2,2,live,Number of specimens,Z,C
2023,I,Brachylophus bulabula,Reptilia,Sauria,Iguanidae,Brachylophus,CH,DE,,,2,live,Number of specimens,T,C
2023,I,Brachylophus fasciatus,Reptilia,Sauria,Iguanidae,Brachylophus,CH,DE,,,4,live,Number of specimens,T,C
2023,I,Brachylophus fasciatus,Reptilia,Sauria,Iguanidae,Brachylophus,CN,NL,BE,1,,bodies,Number of specimens,T,C
2023,I,Brachylophus fasciatus,Reptilia,Sauria,Iguanidae,Brachylophus,CN,NL,BE,,1,bodies,,T,C
2023,I,Brachylophus fasciatus,Reptilia,Sauria,Iguanidae,Brachylophus,GB,DE,,1,1,live,Number of specimens,T,C
2023,I,Brachylophus fasciatus,Reptilia,Sauria,Iguanidae,Brachylophus,KR,AT,,2,,live,Number of specimens,Z,C
2023,I,Brachylophus fasciatus,Reptilia,Sauria,Iguanidae,Brachylophus,KR,AT,,,2,live,,Z,C
2023,I,Brachylophus vitiensis,Reptilia,Sauria,Iguanidae,Brachylophus,ID,UG,,4,4,live,Number of specimens,B,C
2023,I,Cyclura cornuta,Reptilia,Sauria,Iguanidae,Cyclura,AE,CZ,,5,,live,Number of specimens,T,C
2023,I,Cyclura cornuta,Reptilia,Sauria,Iguanidae,Cyclura,AE,CZ,,,5,live,,T,C
2023,I,Cyclura cornuta,Reptilia,Sauria,Iguanidae,Cyclura,CN,NL,DE,1,,bodies,Number of specimens,T,C
2023,I,Cyclura cornuta,Reptilia,Sauria,Iguanidae,Cyclura,CN,NL,DE,,1,bodies,,T,C
2023,I,Cyclura cychlura,Reptilia,Sauria,Iguanidae,Cyclura,CH,DE,,,3,live,Number of specimens,T,C
2023,I,Cyclura nubila,Reptilia,Sauria,Iguanidae,Cyclura,GB,CZ,,3,,live,Number of specimens,T,C
2023,I,Cyclura nubila,Reptilia,Sauria,Iguanidae,Cyclura,GB,CZ,,,3,live,,T,C
2023,I,Cyclura rileyi,Reptilia,Sauria,Iguanidae,Cyclura,AE,CZ,AT,2,,live,Number of specimens,T,C
2023,I,Cyclura rileyi,Reptilia,Sauria,Iguanidae,Cyclura,AE,CZ,AT,,2,live,,T,C
2023,I,Cyclura rileyi,Reptilia,Sauria,Iguanidae,Cyclura,GB,AT,AT,,6,live,,T,C
2023,I,Cyclura rileyi,Reptilia,Sauria,Iguanidae,Cyclura,GB,AT,,5,,live,Number of specimens,T,C
2023,I,Eulemur collaris,Mammalia,Primates,Lemuridae,Eulemur,ID,CZ,,,2,live,,T,C
2023,I,Eulemur coronatus,Mammalia,Primates,Lemuridae,Eulemur,IL,DE,,,1,live,Number of specimens,Z,C
2023,I,Eulemur coronatus,Mammalia,Primates,Lemuridae,Eulemur,IL,HR,,,1,live,Number of specimens,Z,C
2023,I,Eulemur flavifrons,Mammalia,Primates,Lemuridae,Eulemur,DE,GB,NL,,1,live,Number of specimens,Z,C
2023,I,Eulemur flavifrons,Mammalia,Primates,Lemuridae,Eulemur,FR,GB,FR,,1,live,Number of specimens,Z,C
2023,I,Eulemur fulvus,Mammalia,Primates,Lemuridae,Eulemur,AE,CZ,FR,2,,live,Number of specimens,Z,C
