Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,AE,KZ,,,6,live,Number of specimens,T,C
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,AE,KZ,,,3,live,Number of specimens,Z,C
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,CH,AT,KZ,,1,bodies,,P,C
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,CN,NL,US,1,,bodies,Number of specimens,E,C
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,CN,NL,US,,1,bodies,,T,C
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,AT,,1,,live,Number of specimens,T,C
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,XV,FR,DE,,1,live,Number of specimens,Q,C
2023,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,XV,FR,KZ,,1,live,Number of specimens,Q,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,CA,US,,1,,live,Number of specimens,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,CY,IN,,,2,live,Number of specimens,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,GB,DE,,1,1,live,Number of specimens,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,GB,PL,CZ,,1,live,Number of specimens,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,GB,SE,,1,,live,Number of specimens,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,GB,SE,,,1,live,,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,GB,SK,CZ,,1,live,,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,IN,NL,,1,,live,Number of specimens,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,KR,CA,,1,1,live,Number of specimens,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,KR,JP,,2,,live,Number of specimens,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,MX,GB,NL,,1,bodies,Number of specimens,T,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,NZ,AU,,2,,live,Number of specimens,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,TR,FR,HU,1,,live,Number of specimens,Z,C
2023,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,TR,HU,,,1,live,,Z,C
2023,I,Alligator sinensis,Reptilia,Crocodylia,Alligatoridae,Alligator,GB,US,,,4,bones,Number of specimens,S,C
2023,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,AE,DK,,,10,live,Number of specimens,T,C
2023,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,DK,NO,DK,,3,live,Number of specimens,Z,C
2023,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,AE,DK,,,3,live,Number of specimens,T,C
2023,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,SG,FR,NL,1,1,live,Number of specimens,Z,C
2023,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,SG,FR,,2,2,live,Number of specimens,Z,C
2023,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,CD,FR,BE,,2,live,Number of specimens,T,C
2023,I,Abronia campbelli,Reptilia,Sauria,Anguidae,Abronia,CH,BE,,,1,live,Number of specimens,T,C
2023,I,Ateles geoffroyi frontatus,Mammalia,Primates,Atelidae,Ateles,ZA,CH,FR,1,,live,Number of specimens,Z,C
2023,I,Ateles geoffroyi frontatus,Mammalia,Primates,Atelidae,Ateles,ZA,CH,SA,5,,live,Number of specimens,Z,C
2023,I,Acrantophis dumerili,Reptilia,Serpentes,Boidae,Acrantophis,CA,US,,,2,live,Number of specimens,P,C
2023,I,Boa constrictor occidentalis,Reptilia,Serpentes,Boidae,Boa,AE,CZ,AT,4,,live,Number of specimens,T,C
2023,I,Boa constrictor occidentalis,Reptilia,Serpentes,Boidae,Boa,AE,CZ,AT,,4,live,,T,C
2023,I,Boa constrictor occidentalis,Reptilia,Serpentes,Boidae,Boa,CH,DE,,,4,live,Number of specimens,T,C
2023,I,Boa constrictor occidentalis,Reptilia,Serpentes,Boidae,Boa,DE,CH,,2,,live,Number of specimens,P,C
2023,I,Chilabothrus subflavus,Reptilia,Serpentes,Boidae,Chilabothrus,IL,CZ,,,5,live,,Z,C
2023,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,DE,CH,,2,,live,Number of specimens,P,C
2023,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,GB,JE,DE,2,,specimens,ml,S,C
2023,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,GB,JE,DE,20,,specimens,Number of specimens,S,C
2023,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,IN,AE,,45,65,live,Number of specimens,Z,C
2023,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,MR,MA,,29,30,live,,Z,C
2023,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,TD,AE,,,35,live,Number of specimens,N,C
2023,I,Bos gaurus,Mammalia,Artiodactyla,Bovidae,Bos,CN,BE,DE,1,,bodies,Number of specimens,T,C
2023,I,Bubalus depressicornis,Mammalia,Artiodactyla,Bovidae,Bubalus,DE,GB,DE,1,,live,Number of specimens,B,C
2023,I,Bubalus depressicornis,Mammalia,Artiodactyla,Bovidae,Bubalus,DE,GB,DE,,1,live,Number of specimens,Z,C
2023,I,Bubalus depressicornis,Mammalia,Artiodactyla,Bovidae,Bubalus,DE,GB,NL,1,,live,Number of specimens,B,C
2023,I,Bubalus depressicornis,Mammalia,Artiodactyla,Bovidae,Bubalus,DE,GB,NL,,1,live,Number of specimens,Z,C
2023,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,CA,US,,2,,live,Number of specimens,Z,C
2023,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,CN,BE,EE,1,,bodies,Number of specimens,T,C
2023,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,CN,IT,,3,3,bodies,Number of specimens,T,C
2023,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,UZ,AE,,48,48,live,Number of specimens,T,C
2023,I,Hippotragus niger,Mammalia,Artiodactyla,Bovidae,Hippotragus,IN,ZA,,35,,live,Number of specimens,Z,C
2023,I,Nanger dama,Mammalia,Artiodactyla,Bovidae,Nanger,CN,NL,NL,1,,bodies,Number of specimens,E,C
2023,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AR,MX,,1,,trophies,Number of specimens,H,C
2023,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,BY,PL,,2,,live,Number of specimens,Z,C
2023,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,GB,DK,,1,1,live,Number of specimens,Z,C
2023,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,IN,AE,,65,89,live,Number of specimens,Z,C
2023,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,TD,AE,,,15,live,Number of specimens,N,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,CH,DE,,,1,live,Number of specimens,Z,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,CH,ES,ES,,1,live,Number of specimens,B,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,DE,AE,,1,1,trophies,Number of specimens,H,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,DK,AE,,,1,trophies,Number of specimens,H,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,ES,AE,,,1,trophies,Number of specimens,H,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,ID,AE,,,9,live,Number of specimens,Z,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,IN,AE,,65,85,live,Number of specimens,Z,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,IQ,AE,,4,,live,,B,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,KW,AE,,,11,live,Number of specimens,T,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,MX,US,,1,1,trophies,Number of specimens,H,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,PL,AE,,1,,trophies,Number of specimens,H,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,QA,AE,,,11,live,Number of specimens,P,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,RU,AE,,1,,skins,,H,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,RU,AE,,1,,trophies,,H,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,SA,AE,,,206,live,Number of specimens,N,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,SA,AE,,,160,live,Number of specimens,T,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,TJ,AE,,,6,live,Number of specimens,T,C
2023,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,ZA,AE,,2,,trophies,Number of specimens,H,C
2023,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,ZA,,4,2,live,Number of specimens,P,C
2023,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,KW,ZA,,,2,live,Number of specimens,B,C
2023,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,PT,US,,6,,live,Number of specimens,P,C
2023,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,SA,CY,,10,,live,Number of specimens,T,C
2023,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,XV,DE,,,2,live,Number of specimens,P,C
2023,I,Cacatua haematuropygia,Aves,Psittaciformes,Cacatuidae,Cacatua,BA,ZA,,,2,live,Number of specimens,B,C
2023,I,Cacatua haematuropygia,Aves,Psittaciformes,Cacatuidae,Cacatua,BD,ZA,,,2,live,Number of specimens,T,C
2023,I,Cacatua haematuropygia,Aves,Psittaciformes,Cacatuidae,Cacatua,CH,FR,GB,,2,live,Number of specimens,B,C
2023,I,Cacatua haematuropygia,Aves,Psittaciformes,Cacatuidae,Cacatua,CH,FR,,,2,live,Number of specimens,B,C
2023,I,Cacatua haematuropygia,Aves,Psittaciformes,Cacatuidae,Cacatua,IN,ZA,,10,,live,Number of specimens,Z,C
2023,I,Cacatua haematuropygia,Aves,Psittaciformes,Cacatuidae,Cacatua,SG,ES,,,1,live,Number of specimens,B,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,KW,ZA,1,,live,Number of specimens,T,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,ZA,,8,8,live,Number of specimens,P,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,BR,PT,ES,,1,live,Number of specimens,T,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,BR,PT,,,2,live,Number of specimens,T,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,BY,RU,,,1,live,,Q,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,CA,US,CA,,2,live,Number of specimens,P,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,CN,NL,GB,1,,bodies,Number of specimens,T,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,CN,NL,GB,,1,bodies,,T,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,CZ,UA,RU,,1,live,Number of specimens,P,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,CZ,UA,RU,1,,live,,P,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,EG,ZA,,,3,live,Number of specimens,P,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,GE,RU,,,1,live,,P,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,KW,ZA,,,8,live,Number of specimens,B,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,KW,ZA,,,1,live,Number of specimens,T,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,PT,RU,,1,,live,Number of specimens,P,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,PT,RU,,,1,live,,P,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,QA,ZA,,,2,live,Number of specimens,B,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,RS,DK,,,2,live,Number of specimens,T,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,RU,GE,RU,1,,live,,P,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,US,CA,ZA,1,,live,Number of specimens,P,C
2023,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,US,CA,,1,,live,Number of specimens,P,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,ZA,,9,7,live,Number of specimens,P,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,BR,PT,DE,,1,live,Number of specimens,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,BR,PT,ES,,1,live,Number of specimens,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,BR,PT,,,2,live,Number of specimens,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,CA,US,CA,,1,live,Number of specimens,P,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,CH,DE,,,1,live,Number of specimens,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,CH,PT,,,2,live,Number of specimens,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,DE,CH,,2,,live,Number of specimens,P,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,DK,NO,DE,,1,live,Number of specimens,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,DK,NO,DK,,1,live,Number of specimens,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,ES,,,1,live,Number of specimens,P,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,KW,AE,ZA,,1,live,Number of specimens,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,KW,ZA,,,1,live,Number of specimens,B,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,PT,US,,1,,live,Number of specimens,P,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,SG,ES,,,3,live,Number of specimens,B,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,SG,HK,SG,1,,live,Number of specimens,P,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,TR,RU,,,1,live,,P,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,US,CA,,1,,live,Number of specimens,P,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,VE,CZ,NL,,1,live,,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,VE,CZ,,,2,live,,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,XV,CA,,,1,live,Number of specimens,P,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,XX,BE,AT,,1,live,Number of specimens,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,XX,BE,DE,,1,live,Number of specimens,T,C
2023,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,XX,BE,NL,,3,live,Number of specimens,T,C
2023,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,AE,ZA,,1,3,live,Number of specimens,P,C
2023,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,LB,ZA,,2,,live,,B,C
2023,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,LY,ZA,,,2,live,Number of specimens,Z,C
2023,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,AT,CH,,2,,live,,Z,C
2023,I,Canis lupus,Mammalia,Carnivora,Canidae,Canis,IN,ZA,,6,,live,Number of specimens,Z,C
2023,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,FR,GB,,1,1,live,Number of specimens,Z,C
2023,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,GB,BE,,1,1,live,Number of specimens,Z,C
2023,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,GB,FR,,1,1,live,Number of specimens,Z,C
2023,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,GB,JE,FR,1,1,live,Number of specimens,Z,C
2023,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,GB,JE,GB,1,,specimens,Number of specimens,S,C
2023,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,GB,JE,,,1,specimens,Number of specimens,S,C
2023,I,Gymnogyps californianus,Aves,Falconiformes,Cathartidae,Gymnogyps,IT,US,,,1,specimens,Number of specimens,S,C
2023,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,BE,CH,DE,2,,live,,T,C
2023,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,CL,PL,,,2,live,Number of specimens,Z,C
2023,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,CL,PL,,1,,live,,Z,C
2023,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,XV,FR,DE,,1,live,Number of specimens,Q,C
2023,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,XV,FR,FR,,1,live,Number of specimens,Q,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,AE,CZ,DE,5,,live,Number of specimens,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,AE,CZ,DE,,5,live,,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,AE,CZ,PL,1,,live,Number of specimens,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,AE,CZ,PL,,1,live,,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,AE,CZ,,3,,live,Number of specimens,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,AE,CZ,,2,,live,Number of specimens,Z,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,AE,CZ,,,5,live,,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,CH,HU,,,3,live,,Z,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,CN,NL,DE,1,,bodies,Number of specimens,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,CN,NL,,1,,skins,Number of specimens,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,GB,DE,,2,2,live,Number of specimens,Z,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,IN,AE,CZ,,2,live,Number of specimens,Z,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,MY,DE,,,1,live,Number of specimens,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,SG,DE,,1,1,live,Number of specimens,Z,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,SG,DK,,,1,live,Number of specimens,Z,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,SG,ES,,1,1,live,Number of specimens,Z,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,TH,CZ,DE,,2,live,,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,TH,CZ,PL,,1,live,,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,TH,CZ,,,4,live,,T,C
2023,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,TH,DE,,,1,live,Number of specimens,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,AE,CZ,DE,10,,live,Number of specimens,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,AE,CZ,DE,4,,live,Number of specimens,Z,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,AE,CZ,DE,,14,live,,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,AE,CZ,PL,1,,live,Number of specimens,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,AE,CZ,PL,,1,live,,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,AE,CZ,,6,,live,Number of specimens,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,AE,CZ,,,7,live,,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,CN,FR,NL,,1,bodies,Number of specimens,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,CN,NL,NL,,1,bodies,,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,ID,CZ,,,2,live,,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,IN,AE,DE,4,4,live,Number of specimens,Z,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,DE,1,,live,Number of specimens,B,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,DE,,6,live,,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,PL,,1,live,,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,,5,,live,Number of specimens,B,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,,,19,live,,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,DE,,4,,live,Number of specimens,B,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,DE,,,6,live,Number of specimens,T,C
2023,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,PL,,2,2,live,Number of specimens,B,C
2023,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,CH,IE,CZ,,1,live,Number of specimens,Z,C
2023,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,CN,FR,,1,,bodies,Number of specimens,E,C
2023,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,,,4,live,Number of specimens,Z,C
2023,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,,,235,specimens,Number of specimens,S,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,AU,IT,,,2,live,Number of specimens,Z,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CH,FR,,,1,live,Number of specimens,Z,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CN,DE,,1,,bodies,Number of specimens,T,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CN,IT,,1,1,bodies,Number of specimens,T,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CN,NL,,1,,bodies,Number of specimens,T,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,FR,CH,,1,,live,Number of specimens,Z,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,GB,FR,,1,,live,Number of specimens,Z,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,MY,UA,,,6,live,Number of specimens,B,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,SA,CZ,,,6,live,,T,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,TH,DE,,5,,live,Number of specimens,B,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,TH,DE,,,6,live,Number of specimens,T,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,TH,UA,,2,2,live,Number of specimens,B,C
2023,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,TH,ZA,,10,10,live,Number of specimens,B,C
2023,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,CN,FR,DE,1,1,bodies,Number of specimens,T,C
2023,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,GB,CZ,,,1,skins,,T,C
2023,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,SG,CZ,DE,1,,live,Number of specimens,Z,C
2023,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,SG,CZ,DE,,1,live,,Z,C
2023,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,SG,CZ,,4,,live,Number of specimens,Z,C
2023,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,SG,CZ,,,4,live,,Z,C
2023,I,Cercopithecus roloway,Mammalia,Primates,Cercopithecidae,Cercopithecus,GB,NL,DE,1,,live,Number of specimens,Z,C
2023,I,Cercopithecus roloway,Mammalia,Primates,Cercopithecidae,Cercopithecus,GB,NL,FR,,1,live,,Z,C
2023,I,Cercopithecus roloway,Mammalia,Primates,Cercopithecidae,Cercopithecus,GB,NL,NL,,1,live,,Z,C
2023,I,Cercopithecus roloway,Mammalia,Primates,Cercopithecidae,Cercopithecus,GB,NL,,2,,live,Number of specimens,Z,C
2023,I,Cercopithecus roloway,Mammalia,Primates,Cercopithecidae,Cercopithecus,GB,NL,,,1,live,,Z,C
2023,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,CN,DE,,1,,bodies,Number of specimens,T,C
